folder,start_frame,end_frame,label,commentary,username,source_file,duration_sec
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Continue through the roundabout without turning, take the first left, and follow the road as it curves right after the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Go straight across the roundabout, turn left at the first street, then bear right at the stop sign. ",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Head through the roundabout, exit straight, make a left at the first cross street, and veer right after the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Take the straight exit at the roundabout, make your first left, then continue along the roadway as it bends right after the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Pass straight through the roundabout, turn left at the first intersection you reach, then keep to the right after the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Exit the roundabout straight ahead, take a left at the first junction, and veer right once you've cleared the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Go straight through the roundabout, take the first left, and stay with the road as it curves to the right after the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Stay on the straight path through the roundabout, turn left at the first street, and continue with the road as it bends right beyond the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Continue through the roundabout and exit straight, take the first left, then veer to the right after passing the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Drive straight through the roundabout, turn left at the first junction, then follow the roadway to the right after the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Take the straight exit from the roundabout, make a left at the first road, then stay right as the road bends beyond the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Go through the roundabout heading straight, take the first left, and keep following the road to the right after the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.09.15.14.00.15_veh-28_00895_00981,26,412,"Keep going straight, make a left at the first street, and then veer to the right after you clear the stop sign.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,38.6
2021.10.06.13.21.47_veh-28_00139_00216,66,353,"Turn right at the stop sign, and follow the road as it veers left. ",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Turn right at the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Make a right at the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Take a right at the upcoming stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,"At the stop sign, turn right.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Turn right when you reach the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Make your next right at the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Go right at the stop sign ahead.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Take a right at the next intersection.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,"At the upcoming stop sign, make a right turn.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,"Turn right at the stop sign, then continue along the road as it veers left.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Make a right at the stop sign and follow the road as it curves to the left.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,"When you get to the stop sign, turn right.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Make your right turn at the stop sign ahead.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,"At the next stop sign, take a right.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Turn right here.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Turn right at this intersection. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Make a right at the upcoming intersection. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.10.06.13.21.47_veh-28_00139_00216,66,353,Go right at this next intersection. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,28.7
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Turn left at the stop sign. ,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Make a left at the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Take a left at the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,"At the stop sign, turn left.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Turn left when you reach the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Make your left at the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Go left at the stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,"At the upcoming stop sign, make a left.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Take the left at the next stop sign.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,"When you get to the stop sign, take a left.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Turn left at the intersection.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,Make a left at this intersection. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.13.12.49_veh-39_01532_01687,222,648,"When you get to the intersection, make a left. ",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,42.6
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"When you get to the Washington Monument make a right, and then a right again at the next light. ",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"Turn right at the Washington Monument, then make another right at the next traffic light.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"Make a right when you reach the Washington Monument, then take another right at the following light.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"At the Washington Monument, turn right and make your next right at the traffic light ahead.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"After this light, turn right at the next traffic light, then turn right again at the next light.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"Go straight through this light, take a right at the next light, then take another right at the following traffic light.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"Go past this light, make a right at the next one, then turn right again at the following light.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"Turn right at the light by the Washington Monument, then take another right at the next signal.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"At the next traffic light after this one, make a right, then turn right again at the light after that.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"After this light, make a right at the next light, and take a right when you reach the bridge",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"When you get to the light with the Washington Monument, turn right, then turn right to cross the bridge.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"Turn right at the light with next to the Washington Monument, then cross the bridge by turning right.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.09.15.14.50.05_veh-28_00578_00896,143,1481,"Take a right at the Washington Monument, and turn right again at the next light to cross the bridge.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,133.8
2021.10.06.18.52.07_veh-28_01297_01462,442,806,Get in your right lane after this orange truck. ,Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,Get into the right lane after the orange truck.,Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,Move into the right lane once you're past the construction truck.,Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,"After passing the orange construction vehicle, merge into the right lane.",Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,Get over into the right lane after the road work truck.,Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,"Once you're beyond the orange work truck, move into the right lane.",Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,"Pass the construction truck, then get into the right lane.",Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,"After the police car with its lights on, merge into the right lane.",Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,"Once you're past the police vehicle, move over to the right lane.",Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,Merge into the right lane once you're beyond the orange truck and the police car.,Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,"Go past the cop car, get in your right lane. ",Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,Merge in your right lane once you pass this cop car.,Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.10.06.18.52.07_veh-28_01297_01462,442,806,Get into your right lane ahead of the cop car. ,Dynamic Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,36.4
2021.09.15.13.16.40_veh-28_00366_00631,0,171,,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,17.1
2021.10.01.18.26.05_veh-28_00481_00656,98,450,,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,35.2
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Go straight through the roundabout, and make a right in front of Dry Dock Plaza Park. ",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Go straight through the roundabout, then turn right in front of Dry Dock Plaza Park.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,Continue straight through the roundabout and make a right at Dry Dock Plaza Park.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Head straight through the roundabout, then take a right by Dry Dock Plaza Park.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Keep going straight, then turn right at the last street.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,Take the straight exit from the roundabout and make a right at the last intersection.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,Stay straight through the roundabout and turn right at the street beside Dry Dock Plaza Park.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Go through the roundabout, then make a right at the road in front of Dry Dock Plaza Park.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Continue straight through the roundabout, then take a right on last street.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,Head straight through the roundabout and make your next right at the last street.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Go straight through the roundabout, and go right at the end of this road. ",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Continue straight through the roundabout, then turn right at the end of the road",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,Go straight through the roundabout and make a right when you reach the end of this street.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Head straight through the roundabout, then take a right at the end of the road.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,Take the straight exit from the roundabout and make a right where the road ends.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Stay straight through the roundabout, then make your next right at the end of the street.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Exit the roundabout straight ahead, then turn right at the end of this road.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,"Go straight through the roundabout, then take a right at the T-intersection.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.19.16.42_veh-28_03887_04040,222,612,Drive straight through the roundabout and turn right once you reach the end of the road.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Make a U-turn. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Take a U-turn.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Make a U-turn at the next opportunity.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Take the next available U-turn.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Go around and head back the other direction.,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Make a U-turn here and just keep going straight for awhile. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Take a U-turn and head straight for a little while. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Turn around here and keep going straight. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Take the next available U-turn and head straight for awhile. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Make your U-turn here and just keep going straight. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.16.51.15_veh-28_00005_00160,13,672,Go around and head back the other direction and keep driving straight. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,65.9
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Turn right at this light, and right again at the next intersection. ",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Turn right at this light, then make another right at the next intersection.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Make a right at this traffic light, then take another right at the following intersection.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Take a right here, then turn right again at the next intersection.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"At this light, turn right and make another right at the next intersection.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Go right at this intersection, then take your next right at the following intersection.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Turn right at the current light, then make a right at the next cross street.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Make your right at this traffic light, then turn right again at the next junction.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Turn right here, continue to the next intersection, and make another right.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Take the right at this light, then make your next right at the following intersection.",Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.14.27.22_veh-39_00473_00568,18,458,"Turn right at this intersection, then take another right when you reach the next intersection.",Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.0
2021.09.15.13.52.55_veh-39_01385_01446,8,243,,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,23.5
2021.10.01.18.26.05_veh-28_00481_00656,338,728,,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,39.0
2021.10.01.17.52.06_veh-28_00327_00427,14,462,Head towards The Envoy Hotel. ,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.8
2021.10.01.17.52.06_veh-28_00327_00427,14,462,Turn left here. ,Non-Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.8
2021.10.01.17.52.06_veh-28_00327_00427,14,462,Turn left at this light. ,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.8
2021.10.01.17.52.06_veh-28_00327_00427,14,462,Make a left at this light.,Static Referential,grod,./staging/labels - Gabriel Rodriguez__1gfGzfpoW03nY5sbrYdgp71oc2GJYW44L.csv,44.8
